id,movieid,imdbid,kewords,synopsis
48531,680,58898,dystopia  secret-agent  lemmy-caution  future  dictionary  conscience  computer  hard-boiled  spying  spy-hero  spy  reference-to-james-bond  eurospy  espionage  french-science-fiction  french-new-wave  car-chase  social-satire  satire  ford-mustang  viol,A man arrives in a hotel very possessive about his white suitcase This is Lemmy Caution Eddie Constantine  an American private-eye  and he has arrived in Alphaville  a futuristic city on another planetHere he meets Natacha von Braun Anna Karina and tried
48565,741,113568,cyborg  section-9  policewoman  hacker  gun-in-a-briefcase  ghost-in-the-machine  diplomat  diplomatic-immunity  lifting-female-in-air  tank  sabotage  laboratory  decoy  clone  investigation  espionage  ambush  identity-crisis  photograph  surveillance,A police bulletin reports a 208 is in progress in the C13 area of New Port City A figure studies a night-scope green image of men talking about programming bugs and Project 2501 A voice reports Section 6 is ready to move in Major Motoko Kusanagi disconnec
48623,1061,117665,sexual-abuse  kicked-in-the-crotch  boy  prank  guard  revenge  friend  humiliation  beating  abuse  slow-motion-scene  judicial  breasts  judiciary  record-player  pedophile  pedophilia  man-with-glasses  betrayal  blow-job  reformatory  social-services,Told through the narration of a grown-up Shakes  four young boys Lorenzo ShakesJoseph Perrino  Michael Brad Renfro  Tommy Jonathan Tucker  and John Geoffrey Wigdor are the best of friends growing up in Hell's Kitchen in New York City Their family lives ar
48737,900,43278,love  french  artist  pianist  art  dance  singer  painting  heiress  painter  nightclub  theme-party  1940s  montmartre-paris  painter-as-artist  starts-with-narration  first-person-narration  post-world-war-two  country-name-in-title  american-in-paris,Jerry Mulligan Gene Kelly is an exuberant American expatriate in Paris trying to make a reputation as a painter His friend Adam Oscar Levant is a struggling concert pianist who is a long time associate of a French singer  Henri Baurel Georges Gutary A lon
48825,905,25316,bus  love  reporter  money  detective  travel  heiress  reward  thief  running-away  police  new-york-city  marriage  newspaper  spoiled-brat  penknife  box-office-hit  veil  road-movie  1930s  character-appears-in-newspaper  writer  whistling  wedding-dr,It Happened One Night begins with a rich heiress named Ellie Andrews sequestered by her father on his yacht  disapproving of her marriage to a famous aviator named King Westley After an argument  she escapes the yacht and swims away She buys a bus ticket
48854,55,113158,country-music  envy  sister-sister-estrangement  sister-sister-conflict  country-western-music  sister-sister-relationship  alcoholism  drug-addiction  drug-addict  singer  female-singer  female-protagonist  one-word-title  withdrawal  heroin  sibling-riv,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisThis plot sy
50094,961,27893,heir  lord  boy  england  brooklyn-new-york-city  street-vendor  shoeshine-boy  inheritance  impostor  grocer  fraud  bully  nobility  castle  grandfather-grandson-relationship  based-on-novel,It's a snowy  cold Christmas in 1880's Brooklyn  New York  USA I never saw a man meet death withfiner courage says the doctorMrs Errol Dolores Costello Barrymore comes out of the room where Captain Errol had died She tells her young son Cedric Freddie Bar
50284,376,110997,rafting  criminal  river  robber  white-water-rafting  strong-female-character  bag-of-money  heist  kidnapping  stalker  estranged-father  estranged-husband  tough-girl  mother-daughter-relationship  cigarette-smoking  thief  father-daughter-relationship,A Boston couple  Gail Meryl Streep and Tom David Strathairn are having marital problems Gail  a rafting expert  decides to take their child Roarke Joseph Mazzello on a holiday rafting down the Salmon River in Idaho  along with their pet dog At the last mi
50308,931,38109,psychiatrist  patient  memory  impostor  murder  amnesia  colt-revolver  death-of-brother  cliff  downhill-skiing  sledding  snowing  falling-of-a-roof  seven-of-clubs  oversized-scissors  number-21  burn-scar  drugged  straight-razor  panic-attack  ridin,At the Green Manors mental hospital in Vermont the beautiful and brilliant young psychoanalyst Constance Peterson Ingrid Bergman is known for being quite aloof from the romantic advances of her fellow doctors She is only interested in her work The head of
50365,1114,116378,new-york-city  madness  violence  1930s  murder  great-depression  trade-union  strike  communist  nonlinear-timeline  box-office-flop  sex-scene  flashback  bare-breasts  stabbing  singing  rape  panties  murder-victim  kiss  insanity  held-at-gunpoint,Director Abel Ferrara puts his finger on the pulse of the world of sin The Funeral is a dark portrait of a family not broken enough to believe in God The film opens in a movietheatre where Johnny Tempio Vincent Gallo is watching Humphrey Bogart talking ab
50375,292,114069,disease  epidemic  virus  monkey  quarantine  death-spasm  body-in-bag  cookie  golden-gate-bridge  hazmat-suit  ebola-virus  medical-research  bomb  africa  centers-for-disease-control  infectious-disease  infection  cure  hospital  lethal-virus  zaire,Motaba  a fictional virus which causes a deadly fever  is discovered in the African jungle in 1967 To maintain the virus as a viable biological weapon  two US Army officers  Donald McClintock and William Ford  destroy the camp where it was found after tak
50501,70,116367,vampire  foot-fetish  cult-film  criminal-hero  homicidal-maniac  foot-sucking  anti-hero  subliminal-message  bar  brother  mexico  hostage  motel  biker  on-the-run  fugitive  rapist  texas  convenience-store  psychopath  recreational-vehicle  truck-dri,Texas sheriff Edgar McGraw pulls up to an isolated liquor store in Texas called Benny's World of Liquor Once inside he speaks with the shopkeeper He then goes to use the restroom As soon as he is inside the bathroom  The Gecko Brothers  Seth George Cloone
50825,809,116320,prisoner  floppy-disk  mafia  prison  disk  cuban-mafia  chain-gang  shotgun  prison-bus  prison-guard  organized-crime  prison-escape  silencer  pistol  gunfight  gangster  undercover-cop  gun-fu  buddy-comedy  buddy-cop  southern-accent  dual-wield  on-,Charles Piper Laurence Fishburne and Mark Dodge Stephen Baldwin are two convicts who end up shackled together due to fighting  the pervert Mill who incited the fight then steals a gun from an officer and wipes out half of the officers Piper and Dodge take
50911,293,110413,cult-film  neo-noir  girl  revenge  assassin  potted-plant  italian-immigrant  die-hard-scenario  rogue-agent  fire-axe  secret-knock  drugs  hitman  apartment  plant  crooked-cop  dea-agent  neighbor  italian  friendship  new-york-city  murder  exercise-,Lon Jean Reno is a hitman or cleaner as he would rather be known living a solitary life in New York City's Little Italy Most of his work comes from a mafioso named Tony Danny Aiello  who operates from the Supreme Macaroni Company retail store Lon spends h
51058,497,107616,wedding  bachelor  16th-century  dishonor  masquerade-party  eavesdropping  spreading-a-rumor  vow-of-celibacy  messina-italy  imaginary-animal  female-rear-nudity  horseback-riding  shakespeare-play  reference-to-william-shakespeare  written-and-directed,Don Pedro  prince of Medina Denzel Washington  his resentful brother Don John Keanu Reeves  and his noblemen Claudio Robert Sean Leonard and Benedick screenwriterdirector Kenneth Branagh return from war  ready for merriment and love Claudio loves Hero Kat
51126,1246,97165,english-teacher  student  poet  professor  education  suicide  puberty  dilemma  teenage-hero  tragic-hero  secret-past  dark-past  visual-metaphor  secret-society  suicide-attempt  charisma  shakespeare's-a-midsummer-night's-dream  betrayal  literature,New England  the late 1950s Todd Anderson Ethan Hawke  a lonely and painfully shy teenager  who is under pressure by his stern parents because he must live up to his older brother's reputation to attend Yale and become a lawyer  arrives for the new semest
51133,13,112453,dog  nome-alaska  alaska  children  iditarod  polar-bear  goose  wilderness  dog-sled  friends-who-live-together  threat  cheerleader  arrogance  taunting  mocking  narrator  boyfriend-girlfriend-relationship  right-hand-man  sidekick  actor-playing-multi,Nome  Alaska  1925 A diphtheria epidemic is sweeping through Nome  and 18 people have already gotten sick One person is the owner of Jenna  a dog that Balto has a crush on  and who also has a crush on Balto The town's doctor sends for more diphtheria anti
51317,588,103639,arab  princess  magic  genie  reference-to-a-thousand-and-one-nights  aladdin  prince  cave  rat  palace  sultan  monkey  fireworks  anachronism  actor-playing-multiple-roles  microphone  hotfoot  hourglass  hypnotism  breaking-the-fourth-wall  bread  fri,The film starts with a street peddler  guiding us through the streets of the fictional Arabian city of Agrabah After trying to sell us on his wares  he pulls out an old oil lamp  claiming it once changed the course of a young man's life A young man who li
51519,409,109035,basketball  high-school  security-guard  drug-dealer  drugs  basketball-movie  violence  tournament  teenage-boy  street-life  scholarship  murder  memory  low-budget-film  killing  high-school-athlete  georgetown-university  gangster  friend  family-rela,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisLeon in this
51677,665,114787,weapon  yugoslavia  shelter  partisan  love  communism  vomiting  female-rear-nudity  political-satire  firearms-industry  melon  freight-elevator  bridal-gown  thrown-down-a-well  ljubljana-slovenia  reference-to-marshal-tito  electrician  person-in-a-ch,Underground depicts the life of two friends throughout World War II  Cold War  and the Yugoslav WarsThe film opens in Belgrade  the capital of the Kingdom of Yugoslavia  early morning  6 April 1941  as two roguish bon vivants Petar Popara nicknamed Crni B
